id,orig_street,orig_suburb,orig_state,orig_postcode,orig_country,dest_street,dest_suburb,dest_state,dest_postcode,dest_country,mode,transit_mode,transit_routing_preference,avoid,year,month,day,hour,minute,time_zone,traffic_model
196,,KURWONGBAH,QLD,4503,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
197,,LAMB ISLAND,QLD,4184,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
198,,LARAPINTA,QLD,4110,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
199,,LAWNTON,QLD,4501,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
200,,LOGAN CENTRAL,QLD,4114,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
201,,LOGAN RESERVE,QLD,4133,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
202,,LOGAN VILLAGE,QLD,4207,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
203,,LOGANHOLME,QLD,4129,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
204,,LOGANLEA,QLD,4131,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
205,,LOTA,QLD,4179,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
206,,LUSCOMBE,QLD,4207,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
207,,LUTWYCHE,QLD,4030,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
208,,LYONS,QLD,4124,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
209,,LYTTON,QLD,4178,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
210,,MACGREGOR,QLD,4109,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
211,,MACKENZIE,QLD,4156,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
212,,MACLEAY ISLAND,QLD,4184,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
213,,MANGO HILL,QLD,4509,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
214,,MANLY,QLD,4179,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
215,,MANLY WEST,QLD,4179,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
216,,MANSFIELD,QLD,4122,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
217,,MANSFIELD BC,QLD,4122,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
218,,MARGATE,QLD,4019,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
219,,MARGATE BEACH,QLD,4019,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
220,,MARSDEN,QLD,4132,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
221,,MCDOWALL,QLD,4053,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
222,,MEADOWBROOK,QLD,4131,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
223,,MELDALE,QLD,4510,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
224,,MIDDLE PARK,QLD,4074,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
225,,MILTON,QLD,4064,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
226,,MITCHELTON,QLD,4053,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
227,,MOGGILL,QLD,4070,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
228,,MOORINA,QLD,4506,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
229,,MOOROOKA,QLD,4105,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
230,,MORAYFIELD,QLD,4506,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
231,,MORNINGSIDE,QLD,4170,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
232,,MOUNT ARCHER,QLD,4514,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
233,,MOUNT COOT-THA,QLD,4066,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
234,,MOUNT COTTON,QLD,4165,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
235,,MOUNT GRAVATT,QLD,4122,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
236,,MOUNT GRAVATT EAST,QLD,4122,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
237,,MOUNT MEE,QLD,4521,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
238,,MOUNT OMMANEY,QLD,4074,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
239,,MOUNT PLEASANT,QLD,4521,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
240,,MOUNT WARREN PARK,QLD,4207,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
241,,MT GRAVATT,QLD,4122,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
242,,MT MEE,QLD,4521,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
243,,MT OMMANEY,QLD,4074,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
244,,MUNRUBEN,QLD,4125,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
245,,MURARRIE,QLD,4172,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
246,,MURRUMBA DOWNS,QLD,4503,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
247,,NARANGBA,QLD,4504,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
248,,NATHAN,QLD,4111,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
249,,NEW BEITH,QLD,4124,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
250,,NEW FARM,QLD,4005,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
251,,NEWMARKET,QLD,4051,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
252,,NEWSTEAD,QLD,4006,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
253,,NINGI,QLD,4511,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
254,,NORMAN PARK,QLD,4170,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
255,,NORTH LAKES,QLD,4509,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
256,,NORTH STRADBROKE ISLAND,QLD,4183,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
257,,NORTHGATE,QLD,4013,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
258,,NUDGEE,QLD,4014,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
259,,NUDGEE BEACH,QLD,4014,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
260,,NUNDAH,QLD,4012,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
261,,ORMISTON,QLD,4160,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
262,,OXLEY,QLD,4075,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
263,,PADDINGTON,QLD,4064,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
264,,PALLARA,QLD,4110,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
265,,PARK RIDGE,QLD,4125,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
266,,PARK RIDGE SOUTH,QLD,4125,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
267,,PARKINSON,QLD,4115,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
268,,PEACHESTER,QLD,4519,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
269,,PEEL ISLAND,QLD,4184,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
270,,PETRIE,QLD,4502,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
271,,PETRIE TERRACE,QLD,4000,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
272,,PINJARRA HILLS,QLD,4069,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
273,,PINKENBA,QLD,4008,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
274,,POINT LOOKOUT,QLD,4183,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
275,,PORT OF BRISBANE,QLD,4178,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
276,,PRIESTDALE,QLD,4127,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
277,,PULLENVALE,QLD,4069,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
278,,RANSOME,QLD,4154,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
279,,RED HILL,QLD,4059,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
280,,REDCLIFFE,QLD,4020,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
281,,REDCLIFFE NORTH,QLD,4020,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
282,,REDLAND BAY,QLD,4165,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
283,,REGENTS PARK,QLD,4118,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
284,,RICHLANDS,QLD,4077,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
285,,RIVERHILLS,QLD,4074,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
286,,ROBERTSON,QLD,4109,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
287,,ROCHEDALE,QLD,4123,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
288,,ROCHEDALE SOUTH,QLD,4123,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
289,,ROCKLEA,QLD,4106,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
290,,ROCKLEA DC,QLD,4106,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
291,,ROCKSBERG,QLD,4510,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
292,,ROTHWELL,QLD,4022,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
293,,ROYAL BRISBANE HOSPITAL,QLD,4029,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
294,,RUNCORN,QLD,4113,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
295,,RUSH CREEK,QLD,4521,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
296,,RUSSELL ISLAND,QLD,4184,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
297,,SALISBURY,QLD,4107,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
298,,SALISBURY EAST,QLD,4107,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
299,,SAMFORD,QLD,4520,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
300,,SAMFORD VALLEY,QLD,4520,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
301,,SAMFORD VILLAGE,QLD,4520,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
302,,SAMSONVALE,QLD,4520,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
303,,SANDGATE,QLD,4017,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
304,,SANDSTONE POINT,QLD,4511,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
305,,SCARBOROUGH,QLD,4020,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
306,,SEVEN HILLS,QLD,4170,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
307,,SEVENTEEN MILE ROCKS,QLD,4073,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
308,,SHAILER PARK,QLD,4128,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
309,,SHELDON,QLD,4157,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
310,,SHERWOOD,QLD,4075,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
311,,SHORNCLIFFE,QLD,4017,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
312,,SINNAMON PARK,QLD,4073,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
313,,SLACKS CREEK,QLD,4127,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
314,,SOUTH BRISBANE,QLD,4101,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
315,,SOUTH BRISBANE BC,QLD,4101,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
316,,SPRING HILL,QLD,4000,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
317,,SPRING HILL,QLD,4004,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
318,,SPRING MOUNTAIN,QLD,4124,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
319,,SPRINGWOOD,QLD,4127,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
320,,ST LUCIA,QLD,4067,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
321,,ST LUCIA SOUTH,QLD,4067,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
322,,STAFFORD,QLD,4053,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
323,,STAFFORD HEIGHTS,QLD,4053,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
324,,STANMORE,QLD,4514,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
325,,STAPYLTON,QLD,4207,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
326,,STONES CORNER,QLD,4120,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
327,,STONY CREEK,QLD,4514,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
328,,STRATHPINE,QLD,4500,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
329,,STRETTON,QLD,4116,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
330,,SUMNER,QLD,4074,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
331,,SUMNER PARK,QLD,4074,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
332,,SUMNER PARK BC,QLD,4074,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
333,,SUNNYBANK,QLD,4109,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
334,,SUNNYBANK HILLS,QLD,4109,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
335,,SUNNYBANK SOUTH,QLD,4109,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
336,,TAIGUM,QLD,4018,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
337,,TANAH MERAH,QLD,4128,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
338,,TANGALOOMA,QLD,4025,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
339,,TARINGA,QLD,4068,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
340,,TARRAGINDI,QLD,4121,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
341,,TENERIFFE,QLD,4005,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
342,,TENNYSON,QLD,4105,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
343,,THE GAP,QLD,4061,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
344,,THORNESIDE,QLD,4158,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
345,,THORNLANDS,QLD,4164,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
346,,TINGALPA,QLD,4173,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
347,,TINGALPA BC,QLD,4173,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
348,,TOOMBUL,QLD,4012,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
349,,TOORBUL,QLD,4510,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
350,,TOOWONG,QLD,4066,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
351,,TOOWONG DC,QLD,4066,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
352,,UNDERWOOD,QLD,4119,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
353,,UNIVERSITY OF QUEENSLAND,QLD,4072,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
354,,UPPER BROOKFIELD,QLD,4069,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
355,,UPPER CABOOLTURE,QLD,4510,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
356,,UPPER KEDRON,QLD,4055,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
357,,UPPER MT GRAVATT,QLD,4122,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
358,,VICTORIA POINT,QLD,4165,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
359,,VICTORIA POINT WEST,QLD,4165,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
360,,VILLENEUVE,QLD,4514,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
361,,VIRGINIA,QLD,4014,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
362,,VIRGINIA BC,QLD,4014,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
363,,WACOL,QLD,4076,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
364,,WAKERLEY,QLD,4154,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
365,,WAMURAN,QLD,4512,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
366,,WARNER,QLD,4500,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
367,,WATERFORD,QLD,4133,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
368,,WATERFORD WEST,QLD,4133,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
369,,WAVELL HEIGHTS,QLD,4012,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
370,,WAVELL HEIGHTS NORTH,QLD,4012,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
371,,WELLERS HILL,QLD,4121,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
372,,WELLINGTON POINT,QLD,4160,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
373,,WEST END,QLD,4101,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
374,,WESTLAKE,QLD,4074,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
375,,WHITESIDE,QLD,4503,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
376,,WILLAWONG,QLD,4110,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
377,,WILSTON,QLD,4051,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
378,,WINDAROO,QLD,4207,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
379,,WINDSOR,QLD,4030,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
380,,WISHART,QLD,4122,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
381,,WOODFORD,QLD,4514,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
382,,WOODRIDGE,QLD,4114,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
383,,WOODY POINT,QLD,4019,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
384,,WOOLLOONGABBA,QLD,4102,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
385,,WOOLMAR,QLD,4515,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
386,,WOOLOOWIN,QLD,4030,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
387,,WOONGOOLBA,QLD,4207,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
388,,WOORIM,QLD,4507,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
389,,WYNNUM,QLD,4178,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
390,,WYNNUM NORTH,QLD,4178,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
391,,WYNNUM WEST,QLD,4178,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
392,,YARRABILBA,QLD,4207,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
393,,YATALA,QLD,4207,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
394,,YEERONGPILLY,QLD,4105,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
395,,YERONGA,QLD,4104,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
396,,YUGAR,QLD,4520,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
397,,ZILLMERE,QLD,4034,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2021,9,15,7,0,10,best_guess
398,,ACACIA RIDGE,QLD,4110,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
399,,ACACIA RIDGE DC,QLD,4110,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
