id,orig_street,orig_suburb,orig_state,orig_postcode,orig_country,dest_street,dest_suburb,dest_state,dest_postcode,dest_country,mode,transit_mode,transit_routing_preference,avoid,year,month,day,hour,minute,time_zone,traffic_model
604,,LUTWYCHE,QLD,4030,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
605,,LYONS,QLD,4124,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
606,,LYTTON,QLD,4178,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
607,,MACGREGOR,QLD,4109,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
608,,MACKENZIE,QLD,4156,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
609,,MACLEAY ISLAND,QLD,4184,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
610,,MANGO HILL,QLD,4509,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
611,,MANLY,QLD,4179,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
612,,MANLY WEST,QLD,4179,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
613,,MANSFIELD,QLD,4122,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
614,,MANSFIELD BC,QLD,4122,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
615,,MARGATE,QLD,4019,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
616,,MARGATE BEACH,QLD,4019,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
617,,MARSDEN,QLD,4132,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
618,,MCDOWALL,QLD,4053,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
619,,MEADOWBROOK,QLD,4131,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
620,,MELDALE,QLD,4510,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
621,,MIDDLE PARK,QLD,4074,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
622,,MILTON,QLD,4064,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
623,,MITCHELTON,QLD,4053,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
624,,MOGGILL,QLD,4070,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
625,,MOORINA,QLD,4506,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
626,,MOOROOKA,QLD,4105,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
627,,MORAYFIELD,QLD,4506,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
628,,MORNINGSIDE,QLD,4170,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
629,,MOUNT ARCHER,QLD,4514,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
630,,MOUNT COOT-THA,QLD,4066,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
631,,MOUNT COTTON,QLD,4165,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
632,,MOUNT GRAVATT,QLD,4122,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
633,,MOUNT GRAVATT EAST,QLD,4122,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
634,,MOUNT MEE,QLD,4521,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
635,,MOUNT OMMANEY,QLD,4074,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
636,,MOUNT PLEASANT,QLD,4521,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
637,,MOUNT WARREN PARK,QLD,4207,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
638,,MT GRAVATT,QLD,4122,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
639,,MT MEE,QLD,4521,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
640,,MT OMMANEY,QLD,4074,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
641,,MUNRUBEN,QLD,4125,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
642,,MURARRIE,QLD,4172,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
643,,MURRUMBA DOWNS,QLD,4503,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
644,,NARANGBA,QLD,4504,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
645,,NATHAN,QLD,4111,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
646,,NEW BEITH,QLD,4124,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
647,,NEW FARM,QLD,4005,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
648,,NEWMARKET,QLD,4051,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
649,,NEWSTEAD,QLD,4006,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
650,,NINGI,QLD,4511,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
651,,NORMAN PARK,QLD,4170,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
652,,NORTH LAKES,QLD,4509,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
653,,NORTH STRADBROKE ISLAND,QLD,4183,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
654,,NORTHGATE,QLD,4013,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
655,,NUDGEE,QLD,4014,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
656,,NUDGEE BEACH,QLD,4014,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
657,,NUNDAH,QLD,4012,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
658,,ORMISTON,QLD,4160,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
659,,OXLEY,QLD,4075,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
660,,PADDINGTON,QLD,4064,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
661,,PALLARA,QLD,4110,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
662,,PARK RIDGE,QLD,4125,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
663,,PARK RIDGE SOUTH,QLD,4125,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
664,,PARKINSON,QLD,4115,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
665,,PEACHESTER,QLD,4519,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
666,,PEEL ISLAND,QLD,4184,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
667,,PETRIE,QLD,4502,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
668,,PETRIE TERRACE,QLD,4000,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
669,,PINJARRA HILLS,QLD,4069,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
670,,PINKENBA,QLD,4008,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
671,,POINT LOOKOUT,QLD,4183,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
672,,PORT OF BRISBANE,QLD,4178,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
673,,PRIESTDALE,QLD,4127,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
674,,PULLENVALE,QLD,4069,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
675,,RANSOME,QLD,4154,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
676,,RED HILL,QLD,4059,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
677,,REDCLIFFE,QLD,4020,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
678,,REDCLIFFE NORTH,QLD,4020,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
679,,REDLAND BAY,QLD,4165,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
680,,REGENTS PARK,QLD,4118,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
681,,RICHLANDS,QLD,4077,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
682,,RIVERHILLS,QLD,4074,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
683,,ROBERTSON,QLD,4109,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
684,,ROCHEDALE,QLD,4123,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
685,,ROCHEDALE SOUTH,QLD,4123,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
686,,ROCKLEA,QLD,4106,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
687,,ROCKLEA DC,QLD,4106,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
688,,ROCKSBERG,QLD,4510,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
689,,ROTHWELL,QLD,4022,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
690,,ROYAL BRISBANE HOSPITAL,QLD,4029,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
691,,RUNCORN,QLD,4113,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
692,,RUSH CREEK,QLD,4521,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
693,,RUSSELL ISLAND,QLD,4184,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
694,,SALISBURY,QLD,4107,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
695,,SALISBURY EAST,QLD,4107,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
696,,SAMFORD,QLD,4520,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
697,,SAMFORD VALLEY,QLD,4520,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
698,,SAMFORD VILLAGE,QLD,4520,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
699,,SAMSONVALE,QLD,4520,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
700,,SANDGATE,QLD,4017,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
701,,SANDSTONE POINT,QLD,4511,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
702,,SCARBOROUGH,QLD,4020,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
703,,SEVEN HILLS,QLD,4170,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
704,,SEVENTEEN MILE ROCKS,QLD,4073,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
705,,SHAILER PARK,QLD,4128,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
706,,SHELDON,QLD,4157,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
707,,SHERWOOD,QLD,4075,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
708,,SHORNCLIFFE,QLD,4017,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
709,,SINNAMON PARK,QLD,4073,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
710,,SLACKS CREEK,QLD,4127,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
711,,SOUTH BRISBANE,QLD,4101,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
712,,SOUTH BRISBANE BC,QLD,4101,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
713,,SPRING HILL,QLD,4000,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
714,,SPRING HILL,QLD,4004,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
715,,SPRING MOUNTAIN,QLD,4124,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
716,,SPRINGWOOD,QLD,4127,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
717,,ST LUCIA,QLD,4067,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
718,,ST LUCIA SOUTH,QLD,4067,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
719,,STAFFORD,QLD,4053,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
720,,STAFFORD HEIGHTS,QLD,4053,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
721,,STANMORE,QLD,4514,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
722,,STAPYLTON,QLD,4207,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
723,,STONES CORNER,QLD,4120,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
724,,STONY CREEK,QLD,4514,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
725,,STRATHPINE,QLD,4500,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
726,,STRETTON,QLD,4116,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
727,,SUMNER,QLD,4074,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
728,,SUMNER PARK,QLD,4074,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
729,,SUMNER PARK BC,QLD,4074,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
730,,SUNNYBANK,QLD,4109,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
731,,SUNNYBANK HILLS,QLD,4109,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
732,,SUNNYBANK SOUTH,QLD,4109,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
733,,TAIGUM,QLD,4018,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
734,,TANAH MERAH,QLD,4128,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
735,,TANGALOOMA,QLD,4025,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
736,,TARINGA,QLD,4068,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
737,,TARRAGINDI,QLD,4121,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
738,,TENERIFFE,QLD,4005,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
739,,TENNYSON,QLD,4105,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
740,,THE GAP,QLD,4061,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
741,,THORNESIDE,QLD,4158,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
742,,THORNLANDS,QLD,4164,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
743,,TINGALPA,QLD,4173,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
744,,TINGALPA BC,QLD,4173,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
745,,TOOMBUL,QLD,4012,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
746,,TOORBUL,QLD,4510,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
747,,TOOWONG,QLD,4066,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
748,,TOOWONG DC,QLD,4066,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
749,,UNDERWOOD,QLD,4119,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
750,,UNIVERSITY OF QUEENSLAND,QLD,4072,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
751,,UPPER BROOKFIELD,QLD,4069,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
752,,UPPER CABOOLTURE,QLD,4510,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
753,,UPPER KEDRON,QLD,4055,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
754,,UPPER MT GRAVATT,QLD,4122,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
755,,VICTORIA POINT,QLD,4165,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
756,,VICTORIA POINT WEST,QLD,4165,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
757,,VILLENEUVE,QLD,4514,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
758,,VIRGINIA,QLD,4014,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
759,,VIRGINIA BC,QLD,4014,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
760,,WACOL,QLD,4076,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
761,,WAKERLEY,QLD,4154,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
762,,WAMURAN,QLD,4512,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
763,,WARNER,QLD,4500,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
764,,WATERFORD,QLD,4133,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
765,,WATERFORD WEST,QLD,4133,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
766,,WAVELL HEIGHTS,QLD,4012,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
767,,WAVELL HEIGHTS NORTH,QLD,4012,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
768,,WELLERS HILL,QLD,4121,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
769,,WELLINGTON POINT,QLD,4160,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
770,,WEST END,QLD,4101,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
771,,WESTLAKE,QLD,4074,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
772,,WHITESIDE,QLD,4503,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
773,,WILLAWONG,QLD,4110,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
774,,WILSTON,QLD,4051,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
775,,WINDAROO,QLD,4207,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
776,,WINDSOR,QLD,4030,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
777,,WISHART,QLD,4122,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
778,,WOODFORD,QLD,4514,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
779,,WOODRIDGE,QLD,4114,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
780,,WOODY POINT,QLD,4019,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
781,,WOOLLOONGABBA,QLD,4102,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
782,,WOOLMAR,QLD,4515,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
783,,WOOLOOWIN,QLD,4030,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
784,,WOONGOOLBA,QLD,4207,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
785,,WOORIM,QLD,4507,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
786,,WYNNUM,QLD,4178,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
787,,WYNNUM NORTH,QLD,4178,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
788,,WYNNUM WEST,QLD,4178,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
789,,YARRABILBA,QLD,4207,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
790,,YATALA,QLD,4207,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
791,,YEERONGPILLY,QLD,4105,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
792,,YERONGA,QLD,4104,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
793,,YUGAR,QLD,4520,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
794,,ZILLMERE,QLD,4034,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
