id,orig_street,orig_suburb,orig_state,orig_postcode,orig_country,dest_street,dest_suburb,dest_state,dest_postcode,dest_country,mode,transit_mode,transit_routing_preference,avoid,year,month,day,hour,minute,time_zone,traffic_model,orig_output,dest_output,duration (minutes),distance (km),average_speed (km/hr)
594,,LOGANHOLME,QLD,4129,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Loganholme QLD 4129, Australia","Brisbane City QLD 4000, Australia",69.41666666666667,36.907,31.9004081632653
595,,LOGANLEA,QLD,4131,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Loganlea QLD 4131, Australia","Brisbane City QLD 4000, Australia",70.7,34.189,29.01471004243281
596,,LOTA,QLD,4179,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Lota QLD 4179, Australia","Brisbane City QLD 4000, Australia",63.46666666666667,27.365,25.870273109243698
id,orig_street,orig_suburb,orig_state,orig_postcode,orig_country,dest_street,dest_suburb,dest_state,dest_postcode,dest_country,mode,transit_mode,transit_routing_preference,avoid,year,month,day,hour,minute,time_zone,traffic_model,orig_output,dest_output,duration (minutes),distance (km),average_speed (km/hr)
598,,LUTWYCHE,QLD,4030,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Lutwyche QLD 4030, Australia","Brisbane City QLD 4000, Australia",33.93333333333333,8.739,15.452062868369355
id,orig_street,orig_suburb,orig_state,orig_postcode,orig_country,dest_street,dest_suburb,dest_state,dest_postcode,dest_country,mode,transit_mode,transit_routing_preference,avoid,year,month,day,hour,minute,time_zone,traffic_model,orig_output,dest_output,duration (minutes),distance (km),average_speed (km/hr)
id,orig_street,orig_suburb,orig_state,orig_postcode,orig_country,dest_street,dest_suburb,dest_state,dest_postcode,dest_country,mode,transit_mode,transit_routing_preference,avoid,year,month,day,hour,minute,time_zone,traffic_model,orig_output,dest_output,duration (minutes),distance (km),average_speed (km/hr)
601,,MACGREGOR,QLD,4109,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"MacGregor QLD 4109, Australia","Brisbane City QLD 4000, Australia",36.81666666666667,14.436,23.52630149388863
602,,MACKENZIE,QLD,4156,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"MacKenzie QLD 4156, Australia","Brisbane City QLD 4000, Australia",42.45,21.736,30.72226148409894
id,orig_street,orig_suburb,orig_state,orig_postcode,orig_country,dest_street,dest_suburb,dest_state,dest_postcode,dest_country,mode,transit_mode,transit_routing_preference,avoid,year,month,day,hour,minute,time_zone,traffic_model,orig_output,dest_output,duration (minutes),distance (km),average_speed (km/hr)
604,,MANGO HILL,QLD,4509,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Mango Hill QLD 4509, Australia","Brisbane City QLD 4000, Australia",66.6,34.94,31.47747747747748
605,,MANLY,QLD,4179,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Manly QLD 4179, Australia","Brisbane City QLD 4000, Australia",65.1,25.92,23.88940092165899
606,,MANLY WEST,QLD,4179,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Manly West QLD 4179, Australia","Brisbane City QLD 4000, Australia",65.85,19.512,17.77858769931663
607,,MANSFIELD,QLD,4122,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Mansfield QLD 4122, Australia","Brisbane City QLD 4000, Australia",42.416666666666664,13.168,18.626640471512772
608,,MANSFIELD BC,QLD,4122,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"52 Dividend St, Mansfield QLD 4122, Australia","Brisbane City QLD 4000, Australia",48.2,14.222,17.703734439834022
609,,MARGATE,QLD,4019,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Margate QLD 4019, Australia","Brisbane City QLD 4000, Australia",78.91666666666667,32.056,24.372038014783524
610,,MARGATE BEACH,QLD,4019,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Margate Beach, Brisbane QLD, Australia","Brisbane City QLD 4000, Australia",81.43333333333334,32.97,24.292263610315185
611,,MARSDEN,QLD,4132,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Marsden QLD 4132, Australia","Brisbane City QLD 4000, Australia",74.46666666666667,32.723,26.36589077887198
612,,MCDOWALL,QLD,4053,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"McDowall QLD 4053, Australia","Brisbane City QLD 4000, Australia",45.75,12.908,16.928524590163935
613,,MEADOWBROOK,QLD,4131,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Meadowbrook QLD 4131, Australia","Brisbane City QLD 4000, Australia",75.15,41.704,33.29660678642714
id,orig_street,orig_suburb,orig_state,orig_postcode,orig_country,dest_street,dest_suburb,dest_state,dest_postcode,dest_country,mode,transit_mode,transit_routing_preference,avoid,year,month,day,hour,minute,time_zone,traffic_model,orig_output,dest_output,duration (minutes),distance (km),average_speed (km/hr)
615,,MIDDLE PARK,QLD,4074,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Middle Park QLD 4074, Australia","Brisbane City QLD 4000, Australia",60.483333333333334,18.807,18.656709837420777
616,,MILTON,QLD,4064,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Milton QLD 4064, Australia","Brisbane City QLD 4000, Australia",16.083333333333332,2.844,10.609740932642486
617,,MITCHELTON,QLD,4053,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Mitchelton QLD 4053, Australia","Brisbane City QLD 4000, Australia",32.666666666666664,11.924,21.90122448979592
618,,MOGGILL,QLD,4070,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Moggill QLD 4070, Australia","Brisbane City QLD 4000, Australia",95.71666666666667,28.551,17.897196587149573
id,orig_street,orig_suburb,orig_state,orig_postcode,orig_country,dest_street,dest_suburb,dest_state,dest_postcode,dest_country,mode,transit_mode,transit_routing_preference,avoid,year,month,day,hour,minute,time_zone,traffic_model,orig_output,dest_output,duration (minutes),distance (km),average_speed (km/hr)
620,,MOOROOKA,QLD,4105,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Moorooka QLD 4105, Australia","Brisbane City QLD 4000, Australia",34.36666666666667,9.6,16.760426770126088
621,,MORAYFIELD,QLD,4506,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Morayfield QLD 4506, Australia","Brisbane City QLD 4000, Australia",67.36666666666666,47.926,42.68520534388917
622,,MORNINGSIDE,QLD,4170,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Morningside QLD 4170, Australia","Brisbane City QLD 4000, Australia",51.583333333333336,9.961,11.586300484652666
id,orig_street,orig_suburb,orig_state,orig_postcode,orig_country,dest_street,dest_suburb,dest_state,dest_postcode,dest_country,mode,transit_mode,transit_routing_preference,avoid,year,month,day,hour,minute,time_zone,traffic_model,orig_output,dest_output,duration (minutes),distance (km),average_speed (km/hr)
624,,MOUNT COOT-THA,QLD,4066,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Mount Coot-Tha QLD 4066, Australia","Brisbane City QLD 4000, Australia",80.31666666666666,15.41,11.511931936086325
id,orig_street,orig_suburb,orig_state,orig_postcode,orig_country,dest_street,dest_suburb,dest_state,dest_postcode,dest_country,mode,transit_mode,transit_routing_preference,avoid,year,month,day,hour,minute,time_zone,traffic_model,orig_output,dest_output,duration (minutes),distance (km),average_speed (km/hr)
626,,MOUNT GRAVATT,QLD,4122,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Mount Gravatt QLD 4122, Australia","Brisbane City QLD 4000, Australia",34.55,11.999,20.837626628075256
627,,MOUNT GRAVATT EAST,QLD,4122,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Mount Gravatt East QLD 4122, Australia","Brisbane City QLD 4000, Australia",55.833333333333336,15.487,16.642746268656715
id,orig_street,orig_suburb,orig_state,orig_postcode,orig_country,dest_street,dest_suburb,dest_state,dest_postcode,dest_country,mode,transit_mode,transit_routing_preference,avoid,year,month,day,hour,minute,time_zone,traffic_model,orig_output,dest_output,duration (minutes),distance (km),average_speed (km/hr)
629,,MOUNT OMMANEY,QLD,4074,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Mount Ommaney QLD 4074, Australia","Brisbane City QLD 4000, Australia",57.46666666666667,17.243,18.003132250580045
id,orig_street,orig_suburb,orig_state,orig_postcode,orig_country,dest_street,dest_suburb,dest_state,dest_postcode,dest_country,mode,transit_mode,transit_routing_preference,avoid,year,month,day,hour,minute,time_zone,traffic_model,orig_output,dest_output,duration (minutes),distance (km),average_speed (km/hr)
631,,MOUNT WARREN PARK,QLD,4207,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Mount Warren Park QLD 4207, Australia","Brisbane City QLD 4000, Australia",83.4,44.288,31.861870503597117
632,,MT GRAVATT,QLD,4122,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Mount Gravatt QLD 4122, Australia","Brisbane City QLD 4000, Australia",34.55,11.999,20.837626628075256
id,orig_street,orig_suburb,orig_state,orig_postcode,orig_country,dest_street,dest_suburb,dest_state,dest_postcode,dest_country,mode,transit_mode,transit_routing_preference,avoid,year,month,day,hour,minute,time_zone,traffic_model,orig_output,dest_output,duration (minutes),distance (km),average_speed (km/hr)
634,,MT OMMANEY,QLD,4074,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Mount Ommaney QLD 4074, Australia","Brisbane City QLD 4000, Australia",57.46666666666667,17.243,18.003132250580045
635,,MUNRUBEN,QLD,4125,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Munruben QLD 4125, Australia","Brisbane City QLD 4000, Australia",115.43333333333334,42.184,21.926422177302914
636,,MURARRIE,QLD,4172,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Murarrie QLD 4172, Australia","Brisbane City QLD 4000, Australia",53.93333333333333,16.495,18.3504326328801
637,,MURRUMBA DOWNS,QLD,4503,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Murrumba Downs QLD 4503, Australia","Brisbane City QLD 4000, Australia",62.45,32.931,31.639071257005604
638,,NARANGBA,QLD,4504,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Narangba QLD 4504, Australia","Brisbane City QLD 4000, Australia",53.733333333333334,36.843,41.13982630272953
639,,NATHAN,QLD,4111,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Nathan QLD 4111, Australia","Brisbane City QLD 4000, Australia",39.46666666666667,13.738,20.885472972972973
id,orig_street,orig_suburb,orig_state,orig_postcode,orig_country,dest_street,dest_suburb,dest_state,dest_postcode,dest_country,mode,transit_mode,transit_routing_preference,avoid,year,month,day,hour,minute,time_zone,traffic_model,orig_output,dest_output,duration (minutes),distance (km),average_speed (km/hr)
641,,NEW FARM,QLD,4005,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"New Farm QLD 4005, Australia","Brisbane City QLD 4000, Australia",24.233333333333334,4.498,11.136726272352131
642,,NEWMARKET,QLD,4051,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Newmarket QLD 4051, Australia","Brisbane City QLD 4000, Australia",22.366666666666667,5.195,13.93591654247392
643,,NEWSTEAD,QLD,4006,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Newstead QLD 4006, Australia","Brisbane City QLD 4000, Australia",21.633333333333333,3.67,10.178736517719567
644,,NINGI,QLD,4511,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Ningi QLD 4511, Australia","Brisbane City QLD 4000, Australia",90.43333333333334,64.115,42.5385182454847
645,,NORMAN PARK,QLD,4170,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Norman Park QLD 4170, Australia","Brisbane City QLD 4000, Australia",31.233333333333334,10.168,19.532977588046958
646,,NORTH LAKES,QLD,4509,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"North Lakes QLD 4509, Australia","Brisbane City QLD 4000, Australia",73.1,35.412,29.06593707250342
id,orig_street,orig_suburb,orig_state,orig_postcode,orig_country,dest_street,dest_suburb,dest_state,dest_postcode,dest_country,mode,transit_mode,transit_routing_preference,avoid,year,month,day,hour,minute,time_zone,traffic_model,orig_output,dest_output,duration (minutes),distance (km),average_speed (km/hr)
648,,NORTHGATE,QLD,4013,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Northgate QLD 4013, Australia","Brisbane City QLD 4000, Australia",33.5,11.73,21.008955223880598
649,,NUDGEE,QLD,4014,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Nudgee QLD 4014, Australia","Brisbane City QLD 4000, Australia",45.2,14.744,19.571681415929202
650,,NUDGEE BEACH,QLD,4014,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Nudgee Beach QLD 4014, Australia","Brisbane City QLD 4000, Australia",96.0,24.191,15.119374999999998
651,,NUNDAH,QLD,4012,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Nundah QLD 4012, Australia","Brisbane City QLD 4000, Australia",30.833333333333332,9.722,18.918486486486486
652,,ORMISTON,QLD,4160,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Ormiston QLD 4160, Australia","Brisbane City QLD 4000, Australia",72.58333333333333,36.681,30.321836969001147
653,,OXLEY,QLD,4075,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Oxley QLD 4075, Australia","Brisbane City QLD 4000, Australia",53.28333333333333,16.34,18.39974976540507
654,,PADDINGTON,QLD,4064,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Paddington QLD 4064, Australia","Brisbane City QLD 4000, Australia",17.733333333333334,2.846,9.629323308270676
id,orig_street,orig_suburb,orig_state,orig_postcode,orig_country,dest_street,dest_suburb,dest_state,dest_postcode,dest_country,mode,transit_mode,transit_routing_preference,avoid,year,month,day,hour,minute,time_zone,traffic_model,orig_output,dest_output,duration (minutes),distance (km),average_speed (km/hr)
656,,PARK RIDGE,QLD,4125,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Park Ridge QLD 4125, Australia","Brisbane City QLD 4000, Australia",93.11666666666666,33.861,21.818435654197245
id,orig_street,orig_suburb,orig_state,orig_postcode,orig_country,dest_street,dest_suburb,dest_state,dest_postcode,dest_country,mode,transit_mode,transit_routing_preference,avoid,year,month,day,hour,minute,time_zone,traffic_model,orig_output,dest_output,duration (minutes),distance (km),average_speed (km/hr)
658,,PARKINSON,QLD,4115,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Parkinson QLD 4115, Australia","Brisbane City QLD 4000, Australia",82.2,24.899,18.174452554744526
id,orig_street,orig_suburb,orig_state,orig_postcode,orig_country,dest_street,dest_suburb,dest_state,dest_postcode,dest_country,mode,transit_mode,transit_routing_preference,avoid,year,month,day,hour,minute,time_zone,traffic_model,orig_output,dest_output,duration (minutes),distance (km),average_speed (km/hr)
661,,PETRIE,QLD,4502,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Petrie QLD 4502, Australia","Brisbane City QLD 4000, Australia",51.5,30.751,35.82640776699029
662,,PETRIE TERRACE,QLD,4000,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Petrie Terrace QLD 4000, Australia","Brisbane City QLD 4000, Australia",12.016666666666667,2.092,10.445492371705964
663,,PINJARRA HILLS,QLD,4069,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Pinjarra Hills QLD 4069, Australia","Brisbane City QLD 4000, Australia",67.66666666666667,17.439,15.463152709359607
664,,PINKENBA,QLD,4008,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Pinkenba QLD 4008, Australia","Brisbane City QLD 4000, Australia",74.0,21.662,17.563783783783784
id,orig_street,orig_suburb,orig_state,orig_postcode,orig_country,dest_street,dest_suburb,dest_state,dest_postcode,dest_country,mode,transit_mode,transit_routing_preference,avoid,year,month,day,hour,minute,time_zone,traffic_model,orig_output,dest_output,duration (minutes),distance (km),average_speed (km/hr)
id,orig_street,orig_suburb,orig_state,orig_postcode,orig_country,dest_street,dest_suburb,dest_state,dest_postcode,dest_country,mode,transit_mode,transit_routing_preference,avoid,year,month,day,hour,minute,time_zone,traffic_model,orig_output,dest_output,duration (minutes),distance (km),average_speed (km/hr)
id,orig_street,orig_suburb,orig_state,orig_postcode,orig_country,dest_street,dest_suburb,dest_state,dest_postcode,dest_country,mode,transit_mode,transit_routing_preference,avoid,year,month,day,hour,minute,time_zone,traffic_model,orig_output,dest_output,duration (minutes),distance (km),average_speed (km/hr)
id,orig_street,orig_suburb,orig_state,orig_postcode,orig_country,dest_street,dest_suburb,dest_state,dest_postcode,dest_country,mode,transit_mode,transit_routing_preference,avoid,year,month,day,hour,minute,time_zone,traffic_model,orig_output,dest_output,duration (minutes),distance (km),average_speed (km/hr)
669,,RANSOME,QLD,4154,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Ransome QLD 4154, Australia","Brisbane City QLD 4000, Australia",77.01666666666667,28.486,22.19207963644233
670,,RED HILL,QLD,4059,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Red Hill QLD 4059, Australia","Brisbane City QLD 4000, Australia",19.733333333333334,3.945,11.994932432432432
671,,REDCLIFFE,QLD,4020,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Redcliffe QLD 4020, Australia","Brisbane City QLD 4000, Australia",79.76666666666667,33.424,25.141328875888007
672,,REDCLIFFE NORTH,QLD,4020,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Redcliffe QLD 4020, Australia","Brisbane City QLD 4000, Australia",79.76666666666667,33.424,25.141328875888007
673,,REDLAND BAY,QLD,4165,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Redland Bay QLD 4165, Australia","Brisbane City QLD 4000, Australia",124.21666666666667,50.769,24.522796189453913
674,,REGENTS PARK,QLD,4118,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Regents Park QLD 4118, Australia","Brisbane City QLD 4000, Australia",80.16666666666667,27.438,20.535717255717252
675,,RICHLANDS,QLD,4077,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Richlands QLD 4077, Australia","Brisbane City QLD 4000, Australia",62.13333333333333,22.335,21.568133047210303
676,,RIVERHILLS,QLD,4074,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Riverhills QLD 4074, Australia","Brisbane City QLD 4000, Australia",65.2,22.753,20.93834355828221
677,,ROBERTSON,QLD,4109,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Robertson QLD 4109, Australia","Brisbane City QLD 4000, Australia",41.583333333333336,14.276,20.598637274549095
678,,ROCHEDALE,QLD,4123,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Rochedale QLD 4123, Australia","Brisbane City QLD 4000, Australia",62.55,20.761,19.91462829736211
679,,ROCHEDALE SOUTH,QLD,4123,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Rochedale South QLD 4123, Australia","Brisbane City QLD 4000, Australia",61.083333333333336,25.715,25.25893587994543
680,,ROCKLEA,QLD,4106,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Rocklea QLD 4106, Australia","Brisbane City QLD 4000, Australia",61.516666666666666,14.684,14.32197236521268
id,orig_street,orig_suburb,orig_state,orig_postcode,orig_country,dest_street,dest_suburb,dest_state,dest_postcode,dest_country,mode,transit_mode,transit_routing_preference,avoid,year,month,day,hour,minute,time_zone,traffic_model,orig_output,dest_output,duration (minutes),distance (km),average_speed (km/hr)
683,,ROTHWELL,QLD,4022,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Rothwell QLD 4022, Australia","Brisbane City QLD 4000, Australia",79.43333333333334,39.2,29.60973562736047
684,,ROYAL BRISBANE HOSPITAL,QLD,4029,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Butterfield St, Herston QLD 4029, Australia","Brisbane City QLD 4000, Australia",26.15,4.781,10.9697896749522
685,,RUNCORN,QLD,4113,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Runcorn QLD 4113, Australia","Brisbane City QLD 4000, Australia",45.733333333333334,19.147,25.119970845481046
id,orig_street,orig_suburb,orig_state,orig_postcode,orig_country,dest_street,dest_suburb,dest_state,dest_postcode,dest_country,mode,transit_mode,transit_routing_preference,avoid,year,month,day,hour,minute,time_zone,traffic_model,orig_output,dest_output,duration (minutes),distance (km),average_speed (km/hr)
687,,RUSSELL ISLAND,QLD,4184,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Russell Island QLD 4184, Australia","Brisbane City QLD 4000, Australia",118.86666666666666,55.284,27.90555243970836
688,,SALISBURY,QLD,4107,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Salisbury QLD 4107, Australia","Brisbane City QLD 4000, Australia",40.43333333333333,12.177,18.06974443528442
689,,SALISBURY EAST,QLD,4107,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Salisbury QLD 4107, Australia","Brisbane City QLD 4000, Australia",45.95,12.627,16.487921653971707
690,,SAMFORD,QLD,4520,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Samford Valley QLD 4520, Australia","Brisbane City QLD 4000, Australia",59.15,25.966,26.339137785291634
691,,SAMFORD VALLEY,QLD,4520,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Samford Valley QLD 4520, Australia","Brisbane City QLD 4000, Australia",59.15,25.966,26.339137785291634
692,,SAMFORD VILLAGE,QLD,4520,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Samford Village QLD 4520, Australia","Brisbane City QLD 4000, Australia",56.05,23.96,25.6485280999108
id,orig_street,orig_suburb,orig_state,orig_postcode,orig_country,dest_street,dest_suburb,dest_state,dest_postcode,dest_country,mode,transit_mode,transit_routing_preference,avoid,year,month,day,hour,minute,time_zone,traffic_model,orig_output,dest_output,duration (minutes),distance (km),average_speed (km/hr)
694,,SANDGATE,QLD,4017,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Sandgate QLD 4017, Australia","Brisbane City QLD 4000, Australia",54.016666666666666,20.904,23.219500154273373
695,,SANDSTONE POINT,QLD,4511,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Sandstone Point QLD 4511, Australia","Brisbane City QLD 4000, Australia",114.43333333333334,76.183,39.944480046606465
696,,SCARBOROUGH,QLD,4020,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Scarborough QLD 4020, Australia","Brisbane City QLD 4000, Australia",84.86666666666666,46.001,32.52230950510605
697,,SEVEN HILLS,QLD,4170,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Seven Hills QLD 4170, Australia","Brisbane City QLD 4000, Australia",32.75,9.366,17.15908396946565
698,,SEVENTEEN MILE ROCKS,QLD,4073,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Seventeen Mile Rocks QLD 4073, Australia","Brisbane City QLD 4000, Australia",55.81666666666667,15.814,16.9992236488504
699,,SHAILER PARK,QLD,4128,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Shailer Park QLD 4128, Australia","Brisbane City QLD 4000, Australia",58.96666666666667,33.707,34.297682306387784
700,,SHELDON,QLD,4157,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Sheldon QLD 4157, Australia","Brisbane City QLD 4000, Australia",70.0,32.206,27.60514285714286
701,,SHERWOOD,QLD,4075,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Sherwood QLD 4075, Australia","Brisbane City QLD 4000, Australia",27.433333333333334,11.355,24.83475091130012
702,,SHORNCLIFFE,QLD,4017,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Shorncliffe QLD 4017, Australia","Brisbane City QLD 4000, Australia",51.8,21.874,25.336679536679537
703,,SINNAMON PARK,QLD,4073,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Sinnamon Park QLD 4073, Australia","Brisbane City QLD 4000, Australia",50.28333333333333,17.647,21.05707656612529
704,,SLACKS CREEK,QLD,4127,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Slacks Creek QLD 4127, Australia","Brisbane City QLD 4000, Australia",66.13333333333334,28.016,25.417741935483864
705,,SOUTH BRISBANE,QLD,4101,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"South Brisbane QLD 4101, Australia","Brisbane City QLD 4000, Australia",11.2,1.607,8.608928571428573
